(info) 6/18/2017 7:3:46:73 || PROCESS RESTARTED
(info) 7/8/2017 18:25:34:324 || PROCESS RESTARTED
(info) 7/8/2017 18:27:53:527 || PROCESS RESTARTED
(info) 7/8/2017 18:30:56:428 || PROCESS RESTARTED
(info) 7/8/2017 18:36:33:46 || PROCESS RESTARTED
(info) 7/8/2017 18:37:4:936 || PROCESS RESTARTED
(info) 7/8/2017 18:42:12:519 || PROCESS RESTARTED
(info) 7/8/2017 18:42:15:7 || PROCESS RESTARTED
(info) 7/8/2017 18:42:35:794 || PROCESS RESTARTED
(info) 7/8/2017 18:43:17:853 || PROCESS RESTARTED
(info) 7/8/2017 18:43:21:920 || PROCESS RESTARTED
(info) 7/8/2017 18:51:30:712 || PROCESS RESTARTED
(info) 7/8/2017 18:53:54:544 || PROCESS RESTARTED
(info) 7/8/2017 18:54:21:661 || PROCESS RESTARTED
(info) 7/8/2017 18:55:4:468 || PROCESS RESTARTED
(info) 7/8/2017 18:55:28:19 || PROCESS RESTARTED
(info) 7/8/2017 19:0:21:310 || PROCESS RESTARTED
(info) 7/8/2017 19:0:45:828 || PROCESS RESTARTED
(info) 7/8/2017 19:1:13:192 || PROCESS RESTARTED
(info) 7/8/2017 19:1:34:805 || PROCESS RESTARTED
(info) 7/8/2017 19:2:48:172 || PROCESS RESTARTED
(info) 7/8/2017 19:3:10:390 || PROCESS RESTARTED
(info) 7/8/2017 19:3:27:674 || PROCESS RESTARTED
(info) 7/8/2017 19:6:48:131 || PROCESS RESTARTED
(info) 7/8/2017 19:7:3:707 || PROCESS RESTARTED
(info) 7/8/2017 19:7:21:939 || PROCESS RESTARTED
(info) 7/8/2017 19:8:20:292 || PROCESS RESTARTED
(info) 7/8/2017 19:8:43:322 || PROCESS RESTARTED
(info) 7/8/2017 19:9:1:852 || PROCESS RESTARTED
(info) 7/8/2017 19:9:33:392 || PROCESS RESTARTED
(info) 7/8/2017 19:11:0:939 || PROCESS RESTARTED
(info) 7/8/2017 19:12:9:162 || PROCESS RESTARTED
(info) 7/9/2017 5:30:18:485 || PROCESS RESTARTED
(info) 7/9/2017 5:31:18:521 || PROCESS RESTARTED
(info) 7/9/2017 5:38:0:235 || PROCESS RESTARTED
(info) 7/9/2017 5:39:32:918 || PROCESS RESTARTED
(info) 7/9/2017 5:43:12:851 || PROCESS RESTARTED
(info) 7/9/2017 5:44:11:538 || PROCESS RESTARTED
(info) 7/9/2017 5:44:34:226 || PROCESS RESTARTED
(info) 7/9/2017 5:44:40:415 || PROCESS RESTARTED
(info) 7/9/2017 5:45:17:481 || PROCESS RESTARTED
(info) 7/9/2017 5:45:29:566 || PROCESS RESTARTED
(info) 7/9/2017 5:46:8:853 || PROCESS RESTARTED
(info) 7/9/2017 5:46:27:458 || PROCESS RESTARTED
(info) 7/9/2017 5:47:28:332 || PROCESS RESTARTED
(info) 7/9/2017 5:47:34:212 || PROCESS RESTARTED
(info) 7/9/2017 5:47:38:48 || PROCESS RESTARTED
(info) 7/9/2017 5:49:59:725 || PROCESS RESTARTED
(info) 7/9/2017 5:51:8:304 || PROCESS RESTARTED
(info) 7/9/2017 5:51:33:11 || PROCESS RESTARTED
(info) 7/9/2017 5:52:5:685 || PROCESS RESTARTED
(info) 7/9/2017 5:53:8:604 || PROCESS RESTARTED
(info) 7/9/2017 5:53:44:764 || PROCESS RESTARTED
(info) 7/9/2017 5:56:15:938 || PROCESS RESTARTED
(info) 7/9/2017 5:57:48:634 || PROCESS RESTARTED
(info) 7/9/2017 5:59:23:358 || PROCESS RESTARTED
(info) 7/9/2017 5:59:45:486 || PROCESS RESTARTED
(info) 7/9/2017 6:0:12:62 || PROCESS RESTARTED
(info) 7/9/2017 6:2:57:842 || PROCESS RESTARTED
(info) 7/9/2017 6:3:47:711 || PROCESS RESTARTED
(info) 7/9/2017 6:4:24:951 || PROCESS RESTARTED
(info) 7/9/2017 6:4:41:344 || PROCESS RESTARTED
(info) 7/9/2017 6:4:55:589 || PROCESS RESTARTED
(info) 7/9/2017 6:6:13:1 || PROCESS RESTARTED
(info) 7/9/2017 6:6:39:628 || PROCESS RESTARTED
(info) 7/9/2017 6:7:18:263 || PROCESS RESTARTED
(info) 7/9/2017 6:8:43:545 || PROCESS RESTARTED
(info) 7/9/2017 6:8:53:901 || PROCESS RESTARTED
(info) 7/9/2017 6:9:8:107 || PROCESS RESTARTED
(info) 7/9/2017 6:10:29:535 || PROCESS RESTARTED
(info) 7/9/2017 6:11:18:28 || PROCESS RESTARTED
(info) 7/9/2017 6:11:34:832 || PROCESS RESTARTED
(info) 7/9/2017 6:12:12:747 || PROCESS RESTARTED
(info) 7/9/2017 6:13:3:363 || PROCESS RESTARTED
(info) 7/9/2017 6:16:4:762 || PROCESS RESTARTED
(info) 7/9/2017 6:17:7:603 || PROCESS RESTARTED
(info) 7/9/2017 6:17:27:35 || PROCESS RESTARTED
(info) 7/9/2017 6:18:39:117 || PROCESS RESTARTED
(info) 7/9/2017 6:20:12:512 || PROCESS RESTARTED
(info) 7/9/2017 6:21:3:23 || PROCESS RESTARTED
(info) 7/9/2017 6:21:51:232 || PROCESS RESTARTED
(info) 7/9/2017 6:23:10:962 || PROCESS RESTARTED
(info) 7/9/2017 6:23:54:585 || PROCESS RESTARTED
(info) 7/9/2017 6:24:55:89 || PROCESS RESTARTED
(info) 7/9/2017 6:25:19:843 || PROCESS RESTARTED
(info) 7/9/2017 6:26:45:596 || PROCESS RESTARTED
(info) 7/9/2017 6:26:57:629 || PROCESS RESTARTED
(info) 7/9/2017 6:28:0:614 || PROCESS RESTARTED
(info) 7/9/2017 6:28:25:858 || PROCESS RESTARTED
(info) 7/9/2017 6:29:9:951 || PROCESS RESTARTED
(info) 7/9/2017 6:30:9:152 || PROCESS RESTARTED
(info) 7/9/2017 6:30:59:839 || PROCESS RESTARTED
(info) 7/9/2017 6:32:52:708 || PROCESS RESTARTED
(info) 7/9/2017 6:33:5:931 || PROCESS RESTARTED
(info) 7/9/2017 6:33:27:321 || PROCESS RESTARTED
(info) 7/9/2017 6:34:48:268 || PROCESS RESTARTED
(info) 7/9/2017 6:35:50:712 || PROCESS RESTARTED
(info) 7/9/2017 6:36:7:646 || PROCESS RESTARTED
(info) 7/9/2017 6:38:34:773 || PROCESS RESTARTED
(info) 7/9/2017 6:39:50:272 || PROCESS RESTARTED
(info) 7/9/2017 6:40:0:598 || PROCESS RESTARTED
(info) 7/9/2017 6:40:15:540 || PROCESS RESTARTED
(info) 7/9/2017 6:40:34:506 || PROCESS RESTARTED
(info) 7/9/2017 6:41:23:460 || PROCESS RESTARTED
(info) 7/9/2017 6:41:56:80 || PROCESS RESTARTED
(info) 7/9/2017 6:42:16:384 || PROCESS RESTARTED
